name,image,originalPrice,price,discount,ratingScore,review,location,description,brandName,inStock
PELADN RTX 3060Ti GDDR6X 8G Graphics Card Desktop GPU RTX 3060 Ti Gaming Card Gaming Card,https://static-01.daraz.com.bd/p/73bc2fc9609ba84e54ac98754d0e101e.png,103903,74217,-0.29,Not Available,0,China,,No Brand,TRUE
RX580 8GB 2048SP Desktop Computer Graphics Card RX580 Desktop Game Video Car DDR5 256Bit Game HD Graphics Cards,https://static-01.daraz.com.bd/p/e5d7bcdaf881debebc853ede000f502d.png,14374,10917,-0.24,Not Available,0,China,,No Brand,TRUE
SZMZ 1 Piece GT730 4GB DDR3 128Bit Graphics Card with Cooling Fan Black for Office/Home Entertainment PC Games,https://static-01.daraz.com.bd/p/5c6482b02b8a4ba6f622e301935ef6c0.png,9586,4793,-0.5,Not Available,0,China,,No Brand,TRUE
PCI-E X1 External Adapter Card Converter Expansion Card Desktop Accelerator Board,https://static-01.daraz.com.bd/p/2ec2365afdc812e83f42688390665c80.jpg,1723,1149,-0.33,Not Available,0,China,,No Brand,TRUE
HD6700 1GB DDR5 128Bit Graphics Card PCIE 2.0 GPU for AMD,https://static-01.daraz.com.bd/p/9abf5741ed7e1da077caa39ddd4a0ec2.jpg,6579,4386,-0.33,Not Available,0,China,,No Brand,TRUE
GTX650Ti Graphics Card 2GB DDR5 128Bit PCIE 2.0 Video Card,https://static-01.daraz.com.bd/p/22f5830037443625f5e26c88aea9cf50.jpg,13036,8691,-0.33,Not Available,0,China,,No Brand,TRUE
Adapter Extension Cable PCI-E USB4.0 Video Card Adapter Cable 180 Degrees Extension Cable,https://static-01.daraz.com.bd/p/7a571173b44cd1e1d73355a986bbdd58.jpg,2301,1534,-0.33,Not Available,0,China,,No Brand,TRUE
GTX550Ti 1GB DDR5 128Bit Graphics Card PCIE 2.0 HDMI-Compatible/DVI,https://static-01.daraz.com.bd/p/00e14ed2b52a5c2b688348bab3eeff7a.jpg,7965,5310,-0.33,Not Available,0,China,,No Brand,TRUE
PCI E EXP Video Card Docking Station Laptop with Expresscard Cable,https://static-01.daraz.com.bd/p/adaff08216a130e8ef4bc11d28e8b5cf.jpg,9709,4979,-0.49,Not Available,0,China,,No Brand,TRUE
HD6450 2GB DDR3 64Bit Graphics Card PCIE 2.0 GPU HDMI-Compatible DVI VGA Desktop Video Card for AMD,https://static-01.daraz.com.bd/p/4027254adc2fc010ca160436198b5168.jpg,5931,3954,-0.33,Not Available,0,China,,No Brand,TRUE
HD-WF2 Asynchronous 768Wx64H Pixels 2XHUB75 RGB Seven Color Small LED Display Control Card,https://static-01.daraz.com.bd/p/3730463cb5835a0d90cf262aee2a878a.jpg,1729,1153,-0.33,Not Available,0,China,,No Brand,TRUE
PC AGP PCI-E X16 Dual-Purpose Socket Tester Display image Video Card Checker Tester image Card Diagnostic Tool,https://static-01.daraz.com.bd/p/ac95e9041d669aaa9d4f5a3d428d19d1.jpg,5443,3629,-0.33,Not Available,0,China,"PC AGP', 'PCI-E image card repair', 'PCI-E detector', 'PCI-E diagnostic card', 'Dual-use Socket Tester'",No Brand,FALSE
Graphics Card 1284M/8100MHz PCIE3.0 16X 3XDP 1XHD 1XDVI Graphics Card 8Pin Dual Fan for AMD Mining Game Graphics Card,https://static-01.daraz.com.bd/p/7a918cdd642c1df0fecd30f6da4aeed0.png,16913,12066,-0.29,Not Available,0,China,,No Brand,TRUE
PCI-E X8 X16 Double Disk Transfer Card NVME M.2 MKEY SSD RAID Array Expansion Adapter Motherboard PCI-E 3.0 4.0,https://static-01.daraz.com.bd/p/d5c795a77a4b798f21b1241f6793ec5f.png,2710,1807,-0.33,Not Available,0,China,,No Brand,TRUE
Graphics Card GTX1060 3GB Video Card 192Bit GDDR5 GPU Video Card Desktop Computer Gaming Graphics Card,https://static-01.daraz.com.bd/p/ca294044be79dc76396f18d3ff749b23.png,16730,8365,-0.5,Not Available,0,China,,No Brand,TRUE
1 PCS GTX750 28Nm DDR5 128Bit Graphics Card 1020Mhz 1253Mhz PCI E 3.0 HD VGA DVI Video Card for Gaming Office,https://static-01.daraz.com.bd/p/da0281ad00646a09000e4ecf45bf3e80.jpg,21542,12646,-0.41,Not Available,0,China,,No Brand,TRUE
Graphics Card Bracket Anti-Bending Support Frame Support 3 Pin ARGB Motheoard Light Synchronous White,https://static-01.daraz.com.bd/p/24de7dc694e6d652df462bae6631c43f.jpg,3226,1792,-0.44,Not Available,0,China,,No Brand,TRUE
Graphics Card Bracket Anti-Bending Support Frame Support 3 Pin ARGB Motheoard Light Synchronous Black,https://static-01.daraz.com.bd/p/1820c5842b005ee7dd55f9b8b68b8037.jpg,2948,1734,-0.41,Not Available,0,China,,No Brand,TRUE
1 Set RX580 8GB DDR5 256Bit Graphics Card 8Pin to Dual 8Pin Cable 14Nm 1284Mhz 1750Mhz PCI E 3.0 HD DP DVI Dual Fan Video Card,https://static-01.daraz.com.bd/p/f497553762f063073b95c47b7bb2d694.png,29497,19346,-0.34,Not Available,0,China,,No Brand,TRUE
graphics card-1 * R9 370 4GB For AMD graphics card-black,https://static-01.daraz.com.bd/p/43ee8a245d5f9f644dee1bd18cc8f10c.jpg,23414,11841,-0.49,Not Available,0,China,"For AMD R9 370 4GB extreme speed graphics card, with silent cooling fan has low noise and can work quietly, which is very suitable for desktop use.HDMI-compatible interface. It can be connected to a -definition TV. The -definition LCD display allows you to enjoy the -definition picture.DVI interface and DP interface can be connected to a monitor or LCD screen can be used.The game graphics card runs smoothly and stably, giving you a better gaming experience.The installation is very convenient, no additional tools are needed, and the installation process is very simple.'",No Brand,TRUE
1 Piece GTX750Ti 2GB DDR5 128Bit Graphics Card PCI E 3.0 HD VGA DVI Video Card for Gaming Office,https://static-01.daraz.com.bd/p/02e372ea7a485d3dd5dc4e5df8401493.jpg,17593,11550,-0.34,Not Available,0,China,,No Brand,TRUE
GTX1650 Desktop Gaming Graphics Card,https://static-01.daraz.com.bd/p/dabe5502fb72cf3b1c9694bc7f0e60d6.jpg,27064,17850,-0.34,Not Available,0,China,,No Brand,TRUE
COLORFUL GeForce RTX 3060 DUO 12G Graphics Card 12GB GDDR6 192Bit 8Nm 15Gbps 1320Mhz 1777Mhz 3DP+HD Video Card,https://static-01.daraz.com.bd/p/67549745be5712eb25480e499fb5e3e8.png,130984,67172,-0.49,Not Available,0,China,,No Brand,TRUE
ATI HD6770 1G DDR5 128Bit PCI-E2.0 HDMI+VGA+DVI Independent Graphics Card Size Chassis Dedicated Office HD Graphics Card,https://static-01.daraz.com.bd/p/f23c0693e726c6b419fee2ed96d28045.jpg,8377,5585,-0.33,Not Available,0,China,,No Brand,TRUE
"HD6770 1GB 128Bit DDR5 Graphics Card PCI Express Computer Graphics Card,650MHz Core Frequency,GPU for Computer Caming",https://static-01.daraz.com.bd/p/c19f7f3265dd3c386f9f0bfff1a7f40a.jpg,7279,4853,-0.33,Not Available,0,China,,No Brand,TRUE
1 PCS 28Nm 4GB DDR5 128Bit Graphics Card 1020Mhz 1253Mhz PCI E 3.0 HD VGA DVI Video Card for Gaming Office,https://static-01.daraz.com.bd/p/d12aa9797bd457ae965cd791dc30e548.jpg,18270,11983,-0.34,Not Available,0,China,,No Brand,TRUE
3PCS 009S Plus Riser Card VER009S PCIE PCI-E PCI Express X16 GPU 6in Adapter Card 1X 16X Extender USB 3.0 Cable,https://static-01.daraz.com.bd/p/9629c99606a2038359492d7f7e098b2d.jpg,2967,1978,-0.33,Not Available,0,China,,No Brand,TRUE
GTX550Ti Graphics Card 2GB DDR5 128Bit PCIE 2.0 Video Card HDMI-Compatible/DVI/VGA Desktop Gaming Graphics Card,https://static-01.daraz.com.bd/p/92f0080b63e30c9adab6859482b9ea5d.jpg,8737,5825,-0.33,Not Available,0,China,,No Brand,TRUE
Graphics Card GT730 4GB Graphics Card DDR3 128BIT Desktop Computer Graphics Card,https://static-01.daraz.com.bd/p/a28947e2739447e37d4d6e30baa973d2.jpg,11262,6510,-0.42,Not Available,0,China,,No Brand,TRUE
PCIE Riser Card Set USB3.0 6 Ports PCIE Adapter 1 to 7 Ports Graphics Card Expansion Card PCI-E 1X for BTC Mining,https://static-01.daraz.com.bd/p/e478211b751ce91c49f760b56ada49c3.jpg,10063,5410,-0.46,Not Available,0,China,,No Brand,TRUE
Aluminum Alloy Anodic Polishing VC-2 image Card Holder Stand Jack Bracket Support Frame Desktop Computer Video Card Companion galactic,https://static-01.daraz.com.bd/p/ffab95827913ff62e91181bbf8cfa25a.jpg,1662,923,-0.44,Not Available,0,China,"Using all-aluminum metal material instead of plastic material, the portal avoids the aging and vulnerability of plastic material, and can be used as a replacement for long-term components.The supporting rod is polished by all-anode process, which can maintain the surface texture of the product and keep the color from fading for a long time.The base is processed by CNC technology,the edge is smooth, the post-treatment of sand blasting anode process, and the metal texture is perfectly embodied in the product.The support module can slide up and down to adjust the position. It can be compatible with various chassis structures of traditional ATX, MATX, ITX and long power source warehouse to satisfy all kinds of hosts of users.Concealed in the bottom of the reticulated rubber pad can facilitate the installation of users and firmly stand in the chassis, without scratching the chassis.'",No Brand,TRUE
PCIE 3.0 Graphics Card Extension Cable High Speed 16X Adapter Cable,https://static-01.daraz.com.bd/p/4091d49b932b77635e5997c7a31b24a1.jpg,2331,1554,-0.33,Not Available,0,China,,No Brand,TRUE
TEUCER Graphics Card GPU Vertical Telescopic Stand VC-15 Mini White,https://static-01.daraz.com.bd/p/826a35811b31523e3c2f0f124d31d192.png,1338,669,-0.5,Not Available,0,China,,No Brand,TRUE
3X Mini PCIe to PCI Express 16X Riser for Laptop External Graphics Card EXP GDC BTC Miner MPCIe to PCI-E Slot,https://static-01.daraz.com.bd/p/0377e16037ad90e4911db5c2b069abaa.png,2974,1869,-0.37,Not Available,0,China,,No Brand,TRUE
1 Piece High Quality Parallel Port DB25 25Pin Pcie Riser Card LPT Printer to PCI-E Express Card AX99100,https://static-01.daraz.com.bd/p/c50b574c36d2df27085b52a4a1cb7359.png,1812,906,-0.5,Not Available,0,China,,No Brand,TRUE
3 in 1 Debug Card Expert Mini PCI PCI-E LPC & PC Diagnostic Card USB Post Card Motherboard Analyzer Tester,https://static-01.daraz.com.bd/p/8d4407bf39e3cf6542206fddb41a3525.jpg,2140,1070,-0.5,Not Available,0,China,,No Brand,TRUE
COOLMOON GT8 Graphics Card Bracket ARGB Computer Shenguang GPU,https://static-01.daraz.com.bd/p/c81c739fdb24cf04d800dd1a37ac9d9a.jpg,2064,1288,-0.38,Not Available,0,China,,No Brand,TRUE
PCIE to Single Serial Port Rs232 Expansion Card for Desktop Computers,https://static-01.daraz.com.bd/p/fc0da1de85873413421f6881a3845eeb.jpg,1732,866,-0.5,Not Available,0,China,,No Brand,FALSE
2X PCI-E PCI Express 6Pin Female to Dual Dual 2-Port 8Pin (6 + 2Pin) Male F/M Adapter GPU Video Card Power Cord 20cm,https://static-01.daraz.com.bd/p/b05ad052faad3d42c1ce73a139dc316a.jpg,940,470,-0.5,Not Available,0,China,,No Brand,TRUE
GT210 1GB Graphics Cards 64Bit Video Card for GPU PC Games DVI-I,https://static-01.daraz.com.bd/p/06831fa679aeede98c88071d078f01ad.png,5422,2711,-0.5,Not Available,0,China,,No Brand,TRUE
87mm FDC10H12S9-C Video Card Cooling Fan Replace Cooler for Palit GTX 1070 GTX 1070 TI 8G Dual GTX 1060 Dual GTX1080 GPU Graphics Card,https://static-01.daraz.com.bd/p/49fd3d7633b3fe1e2735747043ad8665.jpg,1527,1018,-0.33,Not Available,0,China,,No Brand,TRUE
5X PCI-E 16X Riser Card 90 Degree Pci-E Pci-Express 16X Right Angle Extender Protector Riser Adapter Card,https://static-01.daraz.com.bd/p/c746336774c28dac286dc19ec63da9a1.png,2016,1258,-0.38,Not Available,0,China,,No Brand,TRUE
20 Pcs Hard Steel Dust Filter Blanking Plate PCI Slot Cover W Screws,https://static-01.daraz.com.bd/p/d37c832609161d30c60a669c3e0c8268.jpg,1101,722,-0.34,Not Available,0,China,,No Brand,TRUE
3X VGA Virtual Display Adapter HDMI DDC EDID Dummy Plug Ghost Display Emulator Lock Plate 1920X1080 New Generation@60Hz,https://static-01.daraz.com.bd/p/96f5f7c8faf66518928941feac8176e7.jpg,942,625,-0.34,Not Available,0,China,,No Brand,TRUE
PELADN GTX 1060 Super 6G Graphics Card Desktop Computer Independent Graphics Card Gaming Video Card for BTC Miner Rig,https://static-01.daraz.com.bd/p/765719643b8328502d067f5e2518a645.jpg,62913,32879,-0.48,Not Available,0,China,,No Brand,FALSE
10X Mini PCIe To PCI Express 16X Riser for Laptop External Graphics Card EXP GDC BTC Miner MPCIe To PCI-E Slot Card,https://static-01.daraz.com.bd/p/b75508888cea6f814781ac718f277ff0.png,8721,5779,-0.34,Not Available,0,China,,No Brand,TRUE
5V ARGB Sync Abyss Effect Computer Video Card Holder B,https://static-01.daraz.com.bd/p/aae397c5c96542fddf1b988a2aa42f68.png,3141,1837,-0.42,Not Available,0,China,,No Brand,TRUE
PCIE Riser PCI-E 1 to 6 Riser Card PCI Express â€‹For Video Card 0.6,https://static-01.daraz.com.bd/p/71ac12f82ff8ce2d97800aafd919660c.jpg,5092,2638,-0.48,Not Available,0,China,,No Brand,TRUE
2X 4K Displayport Dummy Plug DP Virtual Display Adapter EDID Headless Ghost Emulator Graphics Video Card Cheater,https://static-01.daraz.com.bd/p/218e446a97d13a0eda319b1a3853711d.jpg,949,631,-0.34,Not Available,0,China,,No Brand,TRUE
"Adjustable Video Card AURA SYNC Graphics Video Card Holder,Black",https://static-01.daraz.com.bd/p/08b81e0aca27c7fe762e4bec31166d6c.png,2066,1476,-0.29,Not Available,0,China,,No Brand,TRUE
Graphics Card GPU Holder Mount Adjustable-L,https://static-01.daraz.com.bd/p/3f4f1b87c2ba6b94bcc9f1d72664d649.jpg,735,486,-0.34,Not Available,0,China,,No Brand,TRUE
"Adjustable Video Card AURA SYNC Graphics Video Card Holder,White",https://static-01.daraz.com.bd/p/dac58d51bba26a8f7f59d45cfcbf227d.jpg,2100,1500,-0.29,Not Available,0,China,,No Brand,TRUE
4X 4K Displayport Dummy Plug DP Virtual Display Adapter EDID Headless Ghost Emulator Graphics Video Card Cheater,https://static-01.daraz.com.bd/p/67ce978c9e7662b4db44405eb7624df9.png,1572,1045,-0.34,Not Available,0,China,,No Brand,TRUE
95Mm CF1015H12D DC12V Video Card Cooler Cooling Fan Replace for Sapphire NITRO RX480 8G RX 470 4G GDDR5 RX570 4G / 8G D5 RX580 8G,https://static-01.daraz.com.bd/p/721db2a9afa06fbc7cdc67d9779b1b22.jpg,1560,570,-0.63,Not Available,0,China,Cooler for Video Card',No Brand,TRUE
"1Set Suction Bracket Chassis Fan Graphics Card Fixed Support Frame Portable ,Black 1",https://static-01.daraz.com.bd/p/b906b953d6cafff8cd05b15235be101f.png,1885,1347,-0.29,Not Available,0,China,,No Brand,TRUE
"Adjustable Video Card AURA SYNC Graphics Video Card Holder,White",https://static-01.daraz.com.bd/p/e44229078d3016547021a1fcf3e64bee.png,3482,1914,-0.45,Not Available,0,China,,No Brand,TRUE
PCI Express 3 Port Video Capture Card TI XIO2213B Chipset,https://static-01.daraz.com.bd/p/036d8626ffbc0494d9d75725bcf32a43.jpg,5009,3018,-0.4,Not Available,0,China,,No Brand,TRUE
PELADN RX 6500 XT 4GB 18000MHz GDDR6 Graphics Card Desktop Computer Independent Graphics Card for BTC Miner,https://static-01.daraz.com.bd/p/14c64d4091bfcd16b5824035cbbbb5af.jpg,57601,30348,-0.47,Not Available,0,China,,No Brand,FALSE
ATI6700 1GB DDR5 128BIT Desktop Games Computer Discrete Graphics Card,https://static-01.daraz.com.bd/p/96cee4cb2418cee843d8da86033f2a56.jpg,9511,5907,-0.38,Not Available,0,China,,No Brand,TRUE
DDR3 128BIT Desktop Computer Graphics Card Half Height Computer Gaming Graphics Card,https://static-01.daraz.com.bd/p/a28947e2739447e37d4d6e30baa973d2.jpg,11320,6011,-0.47,Not Available,0,China,,No Brand,TRUE
NAMUNY COLORFUL GeForce RTX 2060 12G Graphics Card 12GB GDDR6 192Bit 12Nm 14Gbps 1470Mhz 1650Mhz DP+HD+DVI Video Card,https://static-01.daraz.com.bd/p/f7b573cbea6e476b298a995b99a4e9fe.jpg,113886,58982,-0.48,Not Available,0,Bangladesh,"TU106 display core, Boost frequency up to 1650MHz', 'Double 90MM sickle-shaped fan blades for better heat dissipation;', 'Black and red armor contrast color design brings better visual sense;', 'The metal anti-bending back plate provides an extra layer of protection to the ;'",No Brand,TRUE
Desktop Computer PCI Graphics Card ATI Rage XL 8MB Tractor Card VGA Card for HISHARD BUDDY,https://static-01.daraz.com.bd/p/eba356456fad5eb1427776c69c9f24be.jpg,3013,1594,-0.47,Not Available,0,China,,No Brand,TRUE
GPU Stand Image Card Vertical Holder with PCI Express Extension Cable,https://static-01.daraz.com.bd/p/3ee156386ea1da391124232ae54db687.jpg,6102,3353,-0.45,Not Available,0,China,,No Brand,TRUE
10X Mini PCIe To PCI Express 16X Riser for Laptop External Graphics Card EXP GDC BTC Miner MPCIe To PCI-E Slot Card,https://static-01.daraz.com.bd/p/b75508888cea6f814781ac718f277ff0.png,11646,6617,-0.43,Not Available,0,China,,No Brand,TRUE
64Bit 40Nm 810Mhz 1600Mhz PCIE 2.0 HDMI-Compatible+VGA Video Card,https://static-01.daraz.com.bd/p/8cca440eea1d0a5d8c8aa92a243d5a14.jpg,10477,5318,-0.49,Not Available,0,China,,No Brand,TRUE
1 Piece GX-30 Jack Support Frame ITX Small Chassis Graphics Card Bracket Anti-Bending Bracket Medium,https://static-01.daraz.com.bd/p/67e4987609a06a6f7dca487e0ea3740b.jpg,1028,519,-0.5,Not Available,0,China,,No Brand,TRUE
Graphics Card GTX550Ti 6GB GPU GDDR5 192Bit Computer Desktop Graphics Card HDMI-Compatible Game Video Card,https://static-01.daraz.com.bd/p/6d5b86c6b0a7335adfdb950cfd4b07a8.png,15154,8610,-0.43,Not Available,0,China,,No Brand,TRUE
PCIE 4.0 Channel Splitter Expansion Riser Card NVMe Expansion Riser Card 8+4+4Hyper Ultra Quad VROC M.2 NVMe Port Expansion Riser Card,https://static-01.daraz.com.bd/p/84a95e92076f85367e417c66c6137ff9.jpg,3298,1812,-0.45,Not Available,0,China,,No Brand,TRUE
Gigabyte NVIDIA GeForce GT 1030 OC 2GB DDR5 Graphics Card,https://static-01.daraz.com.bd/p/a39183dced371fa6b8d6a0dd7f554b65.jpg,10500,10500,Not Available,Not Available,0,Bangladesh,"Integrated with 2GB GDDR5 64bit memory', 'Supports HDMI 4K@60Hz', 'Smooth 4K video playback and HTML5 web browsing', 'One-click overclocking via AORUS Graphics Engine', 'Boost: 1544 MHz/ Base: 1290 MHz in OC Mode', 'Boost: 1518 MHz/ Base: 1265 MHz in Gaming Mode'",No Brand,FALSE
PCI Express 3 Port Video Capture Card TI XIO2213B Chipset,https://static-01.daraz.com.bd/p/7f5957f931b3c9a6dcc049c2fbac724c.jpg,4332,2831,-0.35,Not Available,0,China,,No Brand,TRUE
1 Piece 1030 2G Desktop Office Discrete Graphics Card Gt610 Gt630 Gt710 Gt730 PC Office Discrete Graphics Card,https://static-01.daraz.com.bd/p/eed8fc1ae08feebc000607fac559494c.png,11454,11454,Not Available,Not Available,0,China,,No Brand,TRUE
HD-WF2 Asynchronous 768Wx64H Pixels 2XHUB75 RGB Small LED Display,https://static-01.daraz.com.bd/p/3730463cb5835a0d90cf262aee2a878a.jpg,1831,1194,-0.35,Not Available,0,China,,No Brand,TRUE
PCI-E 4.0 X16 to X16 Graphics Card USB4.0 180 Degrees Extension Cable,https://static-01.daraz.com.bd/p/343e523dc62288d511907b1234a7d305.jpg,4804,3069,-0.36,Not Available,0,China,,No Brand,TRUE
PCIE 3.0 X16 Graphics Card 180 Degree Reverse Graphics Adapter Cable,https://static-01.daraz.com.bd/p/45d100895da1e2c7520a2f11a704897b.jpg,2065,1355,-0.34,Not Available,0,China,,No Brand,TRUE
Asus Geforce Gt 730 2GB GDDR5 Graphics Card,https://static-01.daraz.com.bd/p/e8ed4ada956f4d288a15d6c8b61daf74.jpg,9500,9240,-0.03,Not Available,0,Bangladesh,"Asus Geforce Gt 730 2GB GDDR5 Graphics CardBreakthrough Graphics Performance', 'Auto-Extreme Technology', 'GPU Tweak II', 'Fan less Silent Cooling head Sinks'",ASUS,TRUE
1050TI Graphics Card DDR5 Desktop Graphics Card Computer Components Independence Computer Game Graphic,https://static-01.daraz.com.bd/p/34e9019bd21a00ce101692f24529f235.jpg,16237,12990,-0.2,Not Available,0,China,"Origin:CN(Origin)', 'Certification:CE', 'Model Number:Graphics Card', 'Memory type:DDR5', 'Memory:4G', 'Memory bit width:128bit'",No Brand,TRUE
GT220-1 * Graphics Card-black,https://static-01.daraz.com.bd/p/21b6d70f213ded2959a4d2ea457fe256.jpg,7262,4178,-0.42,Not Available,0,China,,No Brand,TRUE
PH44 NVMe 4-Disk Array PCI-E Raid Signal Splitting Expansion Card,https://static-01.daraz.com.bd/p/93d36137556f5aa2b883a870776a6e7d.jpg,3285,2177,-0.34,Not Available,0,China,,No Brand,TRUE
PCI-E X1 External Adapter Card Converter Expansion Card Desktop Accelerator Board,https://static-01.daraz.com.bd/p/3383aa3a53353adcc57ff68998609b0b.png,1780,1162,-0.35,Not Available,0,China,,No Brand,TRUE
12+4Pin 12VHPWR to 4Pcs PCi-E GPU 8Pin Graphics Video Card PCIE 5.0 Cable Extension Cord for RTX3090Ti Supply Adapter 30cm,https://static-01.daraz.com.bd/p/1448f2eef7923bcae858f9a98c0ae852.png,1740,1133,-0.35,Not Available,0,China,,No Brand,TRUE
PC AGP PCI-E X16 Dual-Purpose Socket Tester Display image Video Card Checker Tester image Card Diagnostic Tool,https://static-01.daraz.com.bd/p/0c419d8a81a2aa93bf3afe7ff9a0dc87.jpg,6050,3629,-0.4,Not Available,0,China,"1. AGP, PCI-E tester is mainly used to test the open circuit and short circuit of the data bus connecting the computer image card chip CPU and the computer motherboard PCI to the ground', ""2. When repairing the computer's image card failures such as non-display, blurry or unstable display, it is not necessary to use a multimeter to measure the PCI bus interface between the image card golden finger and the motherboard one by one. This image card tester can quickly detect the open circuit and the CPU Short-circuit failure, with accuracy, is a standing tool for repairing image cards."", '3. When repairing the computer image card, if the display card does not display, the screen is blurred, etc., first check the appearance for obvious burnt marks, whether the PCB is obviously disconnected, and whether the voltage of each group is normal. If it is normal, use a tester to further measure the CPU Whether the data cable connected to the motherboard PCI interface is normal.', '4. Add a 12V power supply to the tester, insert the fault card into the corresponding slot, press the Press switch in the upper right corner, the corresponding indicator on the tester should be all on, if it is not on or flashing, the brightness will change significantly , Or caused by the open circuit or short circuit of the main chip CPU, use the universal meter to further determine the fault point'",No Brand,FALSE
2X GT730 Image Card 64Bit GDDR3 GT 730 D3 Game Video Cards GeforceHDMI Dvi VGA Video Card,https://static-01.daraz.com.bd/p/3ba08638c927351000e4a4df269054e0.jpg,7931,5644,-0.29,Not Available,0,China,,No Brand,TRUE
PNY 4GB GeForce GTX 1650 GDDR6 Dual Fan,https://static-01.daraz.com.bd/p/66d0dcd934e16a073dec3fcaa0586def.png,23000,22000,-0.04,Not Available,0,Bangladesh,"4GB Capacity', '7680 x 4320 @120Hz (Digital) Resolution', '128-bit Memory Interface', 'Best-In-Class Performance', 'NVIDIA GPU Boost', 'Turing Shaders', 'State-Of-The-Art-Graphics', '3 Years Warranty'",PNY,TRUE
"ARKTEK GRAPHICS CARD GEFORCE RTX 2060 Hyperion  AKN2060D6S6GH1 192 Bit GDDR6 6 GB, 192-BIT, HDMI,  DVI, DP, 2 Year Warranty",https://static-01.daraz.com.bd/p/074dcfbbdeaa9fac095c5e180e5817e0.jpg,35000,32000,-0.09,Not Available,0,Bangladesh,"Overviewâ€“ NVIDIA GeForce RTX2060 GPU', 'â€“ NVIDIAÂ® GeForceÂ® RTXÂ® VR Ready', 'â€“ NVIDIAÂ® Ansel', 'â€“ NVIDIAÂ® G-SYNCâ„¢', 'â€“ NVIDIAÂ® GameStreamâ„¢', 'â€“ NVIDIAÂ® GPU Boostâ„¢ 3.0', 'â€“ MicrosoftÂ® DirectXÂ® 12 API with feature', 'level 12_1', 'â€“ PCIe 3.0 support', 'â€“ OS Certified for Windows 7-10, Linux,', 'FreeBSDx86', 'â€“ Latest Display Interface Support DP 1.4'",ARKTEK,TRUE
GTX1060 5GB DDR5 160Bit Graphics Card+4Pin To 6Pin Cable 16Nm 1506MHz 8008MHz PCI E 3.0 HD DVI 2XDP Video Card,https://static-01.daraz.com.bd/p/e759fefc09aaaebe4ce6ae254b0112e7.jpg,24180,16120,-0.33,Not Available,0,China,,No Brand,FALSE
GBS Control GBSC RGBS VGA Scart Ypbpr Signal to VGA Part Component for Retro Game Consoles SEGA Dreamcase PlayStation2 NGC,https://static-01.daraz.com.bd/p/f96290b0bb3ecca081e1ab781f7b1b71.png,18918,9459,-0.5,Not Available,0,China,,No Brand,TRUE
FORIDE PCI-E SATA Card PCIE X16 NVME M.2 RAID Array Expansion to 20-Port Adapter JMB585 Chip,https://static-01.daraz.com.bd/p/9a73b0f68155f392800d0aa65a157aa1.jpg,20000,10363,-0.48,Not Available,0,China,,No Brand,TRUE
1 Piece GX-30 Graphics Card Bracket Jack Support Frame ITX Small Chassis Graphics Card Bracket Mini,https://static-01.daraz.com.bd/p/52321e18da26da8ec59614fc7ad0645f.jpg,697,429,-0.38,Not Available,0,China,,No Brand,TRUE
GTX550TI Card 128Bit 2GB GDDR5 Desktop Computer Game HD Graphics Card,https://static-01.daraz.com.bd/p/aa03371895d5ca0a225ad48717aacffc.jpg,10502,5251,-0.5,Not Available,0,China,,No Brand,TRUE
FORIDE PELADN RX 550 4GB Graphics Card Desktop Computer Independent Graphics Card Gaming Video Card for BTC Miner Rig,https://static-01.daraz.com.bd/p/252e8541e8734ea924cfe1a8cded4b82.jpg,24550,13058,-0.47,Not Available,0,China,,No Brand,FALSE
993/1250MHz PCI-E 2.0 X16 Small Chassis Desktop Gaming Graphics Card,https://static-01.daraz.com.bd/p/986380068dee6a36a739049e171f1d6a.jpg,10081,9881,-0.02,Not Available,0,China,,No Brand,TRUE
FORIDE GTX750TI 2GB GDDR5 128Bit Graphics Card 28Nm1020MHz 1250MHz PCIE3.0 HDMI-Compatible DVI VGA Dual Fan Video Card,https://static-01.daraz.com.bd/p/6a2952ad9f7b4899301e158fceb7732e.jpg,30788,16120,-0.48,Not Available,0,China,,No Brand,FALSE
QUANBU 4X GT730 Image Card 64Bit GDDR3 GT 730 D3 Game Video Cards GeforceHDMI Dvi VGA Video Card,https://static-01.daraz.com.bd/p/729f83ffbe27e35fc6a92adb81459cd7.jpg,20499,12130,-0.41,Not Available,0,China,,No Brand,TRUE
PELADN RX6400 4G Graphics Card Replacement Gaming Graphics Card Suitable for Computer,https://static-01.daraz.com.bd/p/8015ed806cd23685bce355d83bb9635d.png,33958,19230,-0.43,Not Available,0,China,,No Brand,TRUE
4K Displayport Dummy Plug DP Display Adapter Desktop Accessories for PC Graphics Video Card,https://static-01.daraz.com.bd/p/e18d1bc672a23e989c90880286cee8eb.jpg,820,509,-0.38,Not Available,0,China,,No Brand,TRUE
"ASUS ROG STRIX NVIDIA GeForce RTX 3090 Gaming Graphics Card- PCIe 4.0, 24GB GDDR6X, HDMI 2.1, DisplayPort 1.4a, Axial-Tech Fan Design, 2.9-Slot",https://static-01.daraz.com.bd/p/33446abe3b8f1a593a74f26aa4047677.jpg,250000,250000,Not Available,Not Available,0,Bangladesh,"Graphics CoprocessorNVIDIA GeForce RTX 3090BrandASUSGraphics Ram Size24 GBGPU Clock Speed189 MHzVideo Output InterfaceDisplayPort, HDMI'",No Brand,TRUE
